lead_id,age,gender,current_city,current_education,parent_occupation,lead_gen_source,jnr_sm_id,lead_stage,call_status,call_reason,snr_sm_id,cycle,Reason_for_not_interested,language,watched_percentage,Lead_Status
USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,JNR1005MG,consideration,unsuccessful,interested_for_conversion,SNR502MG,1,Will join in final year,English,2.0,Yet to convert Lead
USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,JNR1005MG,consideration,successful,followup_for_conversion,SNR502MG,1,Will join in final year,English,2.0,Yet to convert Lead
USR1082,18,MALE,Hyderabad,B.Tech,Professor/Faculty,SEO,JNR1005MG,consideration,successful,interested_for_conversion,SNR502MG,1,Will join in final year,English,2.0,Yet to convert Lead
USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,JNR1005MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,1,Wants offline classes,English,90.0,Yet to convert Lead
USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,1,Wants offline classes,English,90.0,Yet to convert Lead
USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,1,Wants offline classes,English,90.0,Yet to convert Lead
USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,1,Wants offline classes,English,90.0,Yet to convert Lead
USR1083,16,MALE,Hyderabad,Intermediate,Business,email_marketing,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,1,Wants offline classes,English,90.0,Yet to convert Lead
USR1084,20,MALE,Hyderabad,B.Tech,Lawyer,SEO,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,1,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1084,20,MALE,Hyderabad,B.Tech,Lawyer,SEO,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,1,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1085,20,MALE,Hyderabad,B.Tech,IT Employee,email_marketing,JNR1005MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1085,20,MALE,Hyderabad,B.Tech,IT Employee,email_marketing,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1085,20,MALE,Hyderabad,B.Tech,IT Employee,email_marketing,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1085,20,MALE,Hyderabad,B.Tech,IT Employee,email_marketing,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1086,21,MALE,Hyderabad,Degree,Private Employee,social_media,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,2,No time for student,Info Unavailable,0,Yet to convert Lead
USR1086,21,MALE,Hyderabad,Degree,Private Employee,social_media,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,2,No time for student,Info Unavailable,0,Yet to convert Lead
USR1086,21,MALE,Hyderabad,Degree,Private Employee,social_media,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,No time for student,Info Unavailable,0,Yet to convert Lead
USR1086,21,MALE,Hyderabad,Degree,Private Employee,social_media,JNR1005MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,2,No time for student,Info Unavailable,0,Yet to convert Lead
USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Will join in final year,English,74.0,Yet to convert Lead
USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Will join in final year,English,74.0,Yet to convert Lead
USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Will join in final year,English,74.0,Yet to convert Lead
USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,2,Will join in final year,English,74.0,Yet to convert Lead
USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1005MG,consideration,unsuccessful,interested_for_conversion,SNR502MG,2,Will join in final year,English,74.0,Yet to convert Lead
USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1005MG,consideration,successful,followup_for_conversion,SNR502MG,2,Will join in final year,English,74.0,Yet to convert Lead
USR1087,22,MALE,Mumbai,Looking for Job,Business,user_referrals,JNR1005MG,consideration,successful,interested_for_conversion,SNR502MG,2,Will join in final year,English,74.0,Yet to convert Lead
USR1088,25,MALE,Chennai,Intermediate,Lawyer,website,JNR1005MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1088,25,MALE,Chennai,Intermediate,Lawyer,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1088,25,MALE,Chennai,Intermediate,Lawyer,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1088,25,MALE,Chennai,Intermediate,Lawyer,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1089,18,MALE,Mumbai,B.Tech,IT Employee,SEO,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1089,18,MALE,Mumbai,B.Tech,IT Employee,SEO,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1089,18,MALE,Mumbai,B.Tech,IT Employee,SEO,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,JNR1005MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,2,Wants offline classes,English,91.0,Yet to convert Lead
USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Wants offline classes,English,91.0,Yet to convert Lead
USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Wants offline classes,English,91.0,Yet to convert Lead
USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Wants offline classes,English,91.0,Yet to convert Lead
USR1090,24,MALE,Chennai,Looking for Job,Government Employee,email_marketing,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,2,Wants offline classes,English,91.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,consideration,successful,interested_for_conversion,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,consideration,unsuccessful,followup_for_conversion,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1091,18,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,consideration,successful,followup_for_conversion,SNR502MG,3,Will join in final year,English,92.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,consideration,unsuccessful,interested_for_conversion,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,consideration,successful,followup_for_conversion,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,consideration,successful,interested_for_conversion,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1092,24,FEMALE,Bengaluru,Looking for Job,Government Employee,website,JNR1005MG,conversion,successful,successful_conversion,SNR502MG,3,Shown Interest,English,77.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,Lead Stage,unsuccessful,demo_schedule,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,consideration,successful,interested_for_conversion,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,consideration,successful,followup_for_conversion,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1093,21,FEMALE,Visakhapatnam,Degree,Government Employee,website,JNR1005MG,conversion,successful,successful_conversion,SNR502MG,3,Shown Interest,Telugu,80.0,Yet to convert Lead
USR1094,22,FEMALE,Mumbai,Looking for Job,Government Employee,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,3,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1094,22,FEMALE,Mumbai,Looking for Job,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,3,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1094,22,FEMALE,Mumbai,Looking for Job,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,3,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,4,No time for student,Info Unavailable,0,Yet to convert Lead
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,4,No time for student,Info Unavailable,0,Yet to convert Lead
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,4,No time for student,Info Unavailable,0,Yet to convert Lead
USR1096,20,FEMALE,Kochi,B.Tech,Government Employee,website,JNR1005MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,4,No time for student,Info Unavailable,0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,consideration,unsuccessful,interested_for_conversion,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,consideration,successful,followup_for_conversion,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1097,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,consideration,successful,interested_for_conversion,SNR502MG,4,Will join in final year,English,63.0,Yet to convert Lead
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,4,Student not interested in domain,English,81.0,Yet to convert Lead
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,4,Student not interested in domain,English,81.0,Yet to convert Lead
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,4,Student not interested in domain,English,81.0,Yet to convert Lead
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,4,Student not interested in domain,English,81.0,Yet to convert Lead
USR1098,16,FEMALE,Visakhapatnam,Intermediate,Government Employee,website,JNR1005MG,awareness,successful,post_demo_followup,SNR502MG,4,Student not interested in domain,English,81.0,Yet to convert Lead
USR1099,20,FEMALE,Visakhapatnam,B.Tech,Business,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,4,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1099,20,FEMALE,Visakhapatnam,B.Tech,Business,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,4,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1099,20,FEMALE,Visakhapatnam,B.Tech,Business,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,4,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,4,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,Lead Stage,successful,lead_introduction,SNR502MG,4,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,Lead Stage,successful,demo_schedule,SNR502MG,4,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1100,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,website,JNR1005MG,Lead Stage,successful,demo_not_attended,SNR502MG,4,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1101,16,FEMALE,Hyderabad,Intermediate,Private Employee,social_media,JNR1006MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,1,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,awareness,successful,post_demo_followup,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,consideration,successful,interested_for_conversion,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,consideration,successful,followup_for_conversion,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1102,20,MALE,Bengaluru,B.Tech,Business,user_referrals,JNR1006MG,conversion,successful,successful_conversion,SNR502MG,1,Shown Interest,English,83.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,awareness,successful,post_demo_followup,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,consideration,successful,interested_for_conversion,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,consideration,successful,followup_for_conversion,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1103,20,FEMALE,Visakhapatnam,B.Tech,Lawyer,user_referrals,JNR1006MG,conversion,successful,successful_conversion,SNR502MG,1,Shown Interest,Telugu,41.0,Yet to convert Lead
USR1104,16,MALE,Mumbai,Intermediate,IT Employee,user_referrals,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,1,No time for student,Info Unavailable,0,Yet to convert Lead
USR1104,16,MALE,Mumbai,Intermediate,IT Employee,user_referrals,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,1,No time for student,Info Unavailable,0,Yet to convert Lead
USR1104,16,MALE,Mumbai,Intermediate,IT Employee,user_referrals,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,1,No time for student,Info Unavailable,0,Yet to convert Lead
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,1,Will join in final year,Hindi,86.0,Yet to convert Lead
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,1,Will join in final year,Hindi,86.0,Yet to convert Lead
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,1,Will join in final year,Hindi,86.0,Yet to convert Lead
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,1,Will join in final year,Hindi,86.0,Yet to convert Lead
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,awareness,successful,post_demo_followup,SNR502MG,1,Will join in final year,Hindi,86.0,Yet to convert Lead
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,consideration,successful,interested_for_conversion,SNR502MG,1,Will join in final year,Hindi,86.0,Yet to convert Lead
USR1105,16,MALE,Chennai,Intermediate,Government Employee,user_referrals,JNR1006MG,awareness,successful,followup_for_consideration,SNR502MG,1,Will join in final year,Hindi,86.0,Yet to convert Lead
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1106,16,MALE,Kochi,Intermediate,Doctor,user_referrals,JNR1006MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,2,Wants offline classes,Info Unavailable,0,Yet to convert Lead
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Will join in final year,English,25.0,Yet to convert Lead
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Will join in final year,English,25.0,Yet to convert Lead
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Will join in final year,English,25.0,Yet to convert Lead
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,awareness,successful,post_demo_followup,SNR502MG,2,Will join in final year,English,25.0,Yet to convert Lead
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,consideration,unsuccessful,interested_for_conversion,SNR502MG,2,Will join in final year,English,25.0,Yet to convert Lead
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,consideration,successful,interested_for_conversion,SNR502MG,2,Will join in final year,English,25.0,Yet to convert Lead
USR1107,16,FEMALE,Hyderabad,Intermediate,Professor/Faculty,social_media,JNR1006MG,consideration,successful,followup_for_conversion,SNR502MG,2,Will join in final year,English,25.0,Yet to convert Lead
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,2,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1108,20,MALE,Hyderabad,B.Tech,Business,website,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Cannot afford,Info Unavailable,0,Yet to convert Lead
USR1109,20,MALE,Hyderabad,B.Tech,Lawyer,website,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,2,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1109,20,MALE,Hyderabad,B.Tech,Lawyer,website,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,2,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1109,20,MALE,Hyderabad,B.Tech,Lawyer,website,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,Student not interested in domain,Info Unavailable,0,Yet to convert Lead
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,Lead Stage,unsuccessful,lead_introduction,SNR502MG,2,No time for student,English,2.0,Yet to convert Lead
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,2,No time for student,English,2.0,Yet to convert Lead
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,2,No time for student,English,2.0,Yet to convert Lead
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,2,No time for student,English,2.0,Yet to convert Lead
USR1110,20,FEMALE,Hyderabad,B.Tech,IT Employee,website,JNR1006MG,awareness,successful,post_demo_followup,SNR502MG,2,No time for student,English,2.0,Yet to convert Lead
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,Lead Stage,successful,lead_introduction,SNR502MG,3,Will join in final year,Telugu,3.0,Yet to convert Lead
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,Lead Stage,successful,demo_schedule,SNR502MG,3,Will join in final year,Telugu,3.0,Yet to convert Lead
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,Lead Stage,successful,demo_not_attended,SNR502MG,3,Will join in final year,Telugu,3.0,Yet to convert Lead
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,Lead Stage,unsuccessful,demo_not_attended,SNR502MG,3,Will join in final year,Telugu,3.0,Yet to convert Lead
USR1111,20,FEMALE,Hyderabad,B.Tech,Private Employee,website,JNR1006MG,awareness,successful,post_demo_followup,SNR502MG,3,Will join in final year,Telugu,3.0,Yet to convert Lead
